CaseID,Opened,Closed,Updated,Status,Responsible Agency,Category,Request Type,Request Details,Address,Neighborhood,Supervisor District,Point,Source,Media URL
3640010,05/13/2014 07:04:07 PM,05/14/2014 09:15:45 AM,05/14/2014 09:15:45 AM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Electronics,"754 POST ST, SAN FRANCISCO, CA, 94109",Lower Nob Hill,3.0,POINT (-122.41430668 37.78764663),Mobile/Open311,http://mobile311.sfgov.org/reports/3640010/photos
3640009,05/13/2014 07:03:23 PM,05/14/2014 02:12:27 PM,05/14/2014 02:12:27 PM,Closed,Recology_Abandoned,General Request - PUBLIC WORKS,request_for_service,bsm - request_for_service,"1979 18TH AVE, SAN FRANCISCO, CA, 94116",Golden Gate Heights,7.0,POINT (-122.47531128 37.75094986),Web,
3640007,05/13/2014 07:03:03 PM,05/14/2014 09:49:46 AM,05/14/2014 09:49:46 AM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"64 BELCHER ST, SAN FRANCISCO, CA, 94114",Duboce Triangle,8.0,POINT (-122.43018201 37.76821791),Mobile/Open311,http://mobile311.sfgov.org/reports/3640007/photos
3640006,05/13/2014 07:02:04 PM,06/17/2014 08:37:43 AM,06/17/2014 08:37:43 AM,Closed,DPT Paint Shop Queue,General Request - MTA,request_for_service,paint_shop - request_for_service,Intersection of KENSINGTON WAY and ULLOA ST,Laguna Honda,7.0,POINT (-122.45984186 37.74105919),Phone,
3640005,05/13/2014 07:01:48 PM,05/15/2014 12:00:00 PM,05/15/2014 12:00:00 PM,Closed,DPW - Bureau of Street Use and Mapping - G,General Request - PUBLIC WORKS,request_for_service,bsm - request_for_service,Intersection of 2ND ST and KING ST,South Beach,6.0,POINT (-122.3895874 37.77986145),Integrated Agency,
3640002,05/13/2014 07:01:18 PM,05/16/2014 07:32:25 AM,05/16/2014 07:32:25 AM,Closed,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - PickupTruck,grey - Toyota - pickup - 6vd1472,"593 11TH AVE, SAN FRANCISCO, CA, 94118",Inner Richmond,1.0,POINT (-122.46955109 37.77719879),Web,
3639999,05/13/2014 06:59:27 PM,05/15/2014 03:02:54 AM,05/15/2014 03:02:54 AM,Closed,DPW - Bureau of Street Environmental Services - G,Street and Sidewalk Cleaning,Bulky Items,Mattress,Intersection of ABBEY ST and CHULA LN,Mission Dolores,8.0,POINT (-122.42717735 37.76382753),Mobile/Open311,http://mobile311.sfgov.org/reports/3639999/photos
3639987,05/13/2014 06:55:38 PM,05/14/2014 03:53:24 AM,05/14/2014 03:53:24 AM,Closed,DPW Ops Queue,Graffiti,Graffiti on Other_enter_additional_details_below,Other_enter_additional_details_below - Offensive,"2800 ALEMANY BLVD, SAN FRANCISCO, CA, 94112",Outer Mission,11.0,POINT (-122.45224762 37.71280289),Web,
3639983,05/13/2014 06:54:36 PM,05/14/2014 02:31:43 PM,05/14/2014 02:31:43 PM,Closed,DPH - Environmental Health - G,General Request - DPH,request_for_service,environmental_health - request_for_service,Intersection of DE WOLF ST and LAWRENCE AVE,Outer Mission,11.0,POINT (-122.45356268 37.71155399),Phone,
3639980,05/13/2014 06:53:55 PM,03/10/2015 10:44:30 AM,03/10/2015 10:44:30 AM,Closed,Housing Authority SR Queue,SFHA Requests,Glazier,Glazier - Routine,"16 BROOKDALE AVE, SAN FRANCISCO, CA, 94134",Sunnydale,10.0,POINT (-122.41899872 37.71210098),Phone,
3639974,05/13/2014 06:49:57 PM,05/15/2014 03:02:54 AM,05/15/2014 03:02:54 AM,Closed,DPW - Bureau of Street Environmental Services - G,Street and Sidewalk Cleaning,Bulky Items,Mattress,"42 ABBEY ST, SAN FRANCISCO, CA, 94114",Mission Dolores,8.0,POINT (-122.42725144 37.76345741),Mobile/Open311,http://mobile311.sfgov.org/reports/3639974/photos
3639968,05/13/2014 06:47:24 PM,05/16/2014 04:13:24 PM,05/16/2014 04:13:24 PM,Closed,DPT Color Curb Queue,Color Curb,Red_Fee Color Curb Request,Red_Fee zone for,Not associated with a specific address,,,POINT (0 0),Phone,
3639962,05/13/2014 06:43:06 PM,05/15/2014 12:00:00 PM,05/15/2014 12:00:00 PM,Closed,DPW BSM Queue,Blocked Street or SideWalk,Blocked_Sidewalk,Construction_materials blocking sidewalk,Intersection of GRAYSTONE TER and VILLA TER,Clarendon Heights,8.0,POINT (-122.44589204 37.75733803),Phone,
3639957,05/13/2014 06:40:48 PM,03/10/2015 10:44:29 AM,03/10/2015 10:44:29 AM,Closed,Housing Authority SR Queue,SFHA Requests,Carpentery,Carpentery - Emergency,"16 BROOKDALE AVE, SAN FRANCISCO, CA, 94134",Sunnydale,10.0,POINT (-122.41899872 37.71210098),Phone,
3639953,05/13/2014 06:38:47 PM,05/14/2014 12:33:07 PM,05/14/2014 12:33:07 PM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"765 TEHAMA ST, SAN FRANCISCO, CA, 94103",South of Market,6.0,POINT (-122.41202378 37.77496168),Phone,
3639950,05/13/2014 06:35:57 PM,05/15/2014 03:02:54 AM,05/15/2014 03:02:54 AM,Closed,DPW - Bureau of Street Environmental Services - G,Street and Sidewalk Cleaning,Bulky Items,Mattress,Intersection of ABBEY ST and CHULA LN,Mission Dolores,8.0,POINT (-122.42717735 37.76382753),Mobile/Open311,http://mobile311.sfgov.org/reports/3639950/photos
3639942,05/13/2014 06:30:11 PM,06/24/2014 11:11:23 AM,06/24/2014 11:11:23 AM,Closed,SFMTA - Parking Enforcement - G,General Request - MTA,request_for_service,parking_enforcement - request_for_service,Intersection of CHESTNUT ST and STOCKTON ST,North Beach,3.0,POINT (-122.40993706 37.80416762),Phone,
3639940,05/13/2014 06:28:53 PM,05/14/2014 01:44:51 PM,05/14/2014 01:44:51 PM,Closed,Recology_Abandoned,Blocked Street or SideWalk,Blocked_Sidewalk,Residential_totter blocking sidewalk,"934 LARKIN ST, SAN FRANCISCO, CA, 94109",Lower Nob Hill,3.0,POINT (-122.4181137 37.78658657),Phone,
3639931,05/13/2014 06:27:09 PM,05/14/2014 07:16:00 AM,05/14/2014 07:16:00 AM,Closed,DPW - Bureau of Street Environmental Services - G,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"1659 MASON ST, SAN FRANCISCO, CA, 94133",Russian Hill,3.0,POINT (-122.4122751 37.79870186),Phone,
3639928,05/13/2014 06:26:22 PM,05/14/2014 05:00:00 AM,05/14/2014 05:00:00 AM,Closed,DPW Ops Queue,Encampments,Encampment Reports,Encampment Cleanup,"934 LARKIN ST, SAN FRANCISCO, CA, 94109",Lower Nob Hill,3.0,POINT (-122.4181137 37.78658657),Phone,
3639923,05/13/2014 06:25:38 PM,05/16/2014 11:51:13 AM,05/16/2014 11:51:13 AM,Closed,SFMTA - Citations/Resident Parking Permits - G,General Request - MTA,complaint,mta_other - complaint,Not associated with a specific address,,,POINT (0 0),Web,
3639919,05/13/2014 06:24:41 PM,05/18/2014 01:48:51 AM,05/18/2014 01:48:51 AM,Closed,DPW - Bureau of Street Environmental Services - G,General Request - PUBLIC WORKS,request_for_service,bses - request_for_service,"1954 24TH AVE, SAN FRANCISCO, CA, 94116",Outer Sunset,4.0,POINT (-122.48156029 37.75112069),Phone,
3639916,05/13/2014 06:22:38 PM,04/14/2015 08:46:00 AM,04/14/2015 08:46:00 AM,Closed,DPW BSM Queue,General Request - PUBLIC WORKS,customer_callback,bses - customer_callback,"1659 MASON ST, SAN FRANCISCO, CA, 94133",Russian Hill,3.0,POINT (-122.41242981 37.79892731),Phone,
3639911,05/13/2014 06:21:17 PM,08/27/2014 12:18:12 PM,08/27/2014 12:18:12 PM,Closed,DPW - Bureau of Urban Forestry - G,General Request - PUBLIC WORKS,request_for_service,buf - request_for_service,Intersection of 3RD ST and CESAR CHAVEZ ST,Central Waterfront,10.0,POINT (-122.38758671 37.75026255),Phone,
3639906,05/13/2014 06:19:36 PM,06/11/2014 08:02:22 AM,06/11/2014 08:02:22 AM,Closed,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Dead_tree,"2604 3RD ST, SAN FRANCISCO, CA, 94107",Dogpatch,10.0,POINT (-122.38825964 37.75659437),Phone,
3639903,05/13/2014 06:19:04 PM,05/14/2014 12:03:52 PM,05/14/2014 12:03:52 PM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Electronics,Intersection of ORIZABA AVE and THRIFT ST,Oceanview,11.0,POINT (-122.46263123 37.71742249),Web,
3639901,05/13/2014 06:18:47 PM,05/14/2014 09:53:20 AM,05/14/2014 09:53:20 AM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Mattress,Intersection of SAN JOSE AVE and 30TH ST,Fairmount,8.0,POINT (-122.42266866 37.74394058),Phone,
3639898,05/13/2014 06:17:27 PM,05/13/2014 09:50:38 AM,05/13/2014 09:50:38 AM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,Intersection of 3RD ST and 20TH ST,Dogpatch,10.0,POINT (-122.38855743 37.76049042),Phone,
3639895,05/13/2014 06:16:55 PM,05/17/2014 01:23:18 AM,05/17/2014 01:23:18 AM,Closed,DPW Ops Queue,Graffiti,Graffiti on Building_residential,Building_residential - Not_Offensive,"295 OCEAN AVE, SAN FRANCISCO, CA, 94112",Cayuga,11.0,POINT (-122.44314675 37.72301628),Twitter,
3639890,05/13/2014 06:14:37 PM,05/16/2014 12:33:00 PM,05/16/2014 12:33:00 PM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,Intersection of SAN JOSE AVE and 29TH ST,Bernal Heights,9.0,POINT (-122.42266866 37.74394058),Phone,
3639888,05/13/2014 06:14:21 PM,05/17/2014 01:20:53 AM,05/17/2014 01:20:53 AM,Closed,DPW Ops Queue,Graffiti,Graffiti on Building_commercial,Building_commercial - Not_Offensive,"355 OCEAN AVE, SAN FRANCISCO, CA, 94112",Cayuga,11.0,POINT (-122.44407079 37.72291038),Twitter,
3639883,05/13/2014 06:12:39 PM,05/22/2014 08:03:04 AM,05/22/2014 08:03:04 AM,Closed,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Car4door,white - chevy - suburvan - 4fvv789,"210 JUANITA WAY, SAN FRANCISCO, CA, 94127",Miraloma Park,7.0,POINT (-122.45532249 37.74138699),Phone,
3639878,05/13/2014 06:10:22 PM,05/14/2014 05:33:59 AM,05/14/2014 05:33:59 AM,Closed,311 Supervisor Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"730 8TH AVE, SAN FRANCISCO, CA, 94118",Inner Richmond,1.0,POINT (-122.46574831 37.77469288),Mobile/Open311,
3639877,05/13/2014 06:09:53 PM,05/14/2014 02:09:15 PM,05/14/2014 02:09:15 PM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Furniture,Not associated with a specific address,,,POINT (0 0),Web,
3639876,05/13/2014 06:09:07 PM,05/21/2014 01:26:43 PM,05/21/2014 01:26:43 PM,Closed,DPT Meter_Bike Queue,Damaged Property,Damaged Parking_Meter,Parking_Meter,Intersection of CHESTNUT ST and MONTGOMERY ST,Telegraph Hill,3.0,POINT (-122.40517426 37.80476379),Phone,
3639869,05/13/2014 06:06:59 PM,05/14/2014 02:47:58 PM,05/14/2014 02:47:58 PM,Closed,Recology_Abandoned,Encampments,Encampment items,Cart Pickup,"1182 FOLSOM ST, SAN FRANCISCO, CA, 94103",South of Market,6.0,POINT (-122.40969797 37.77535648),Phone,
3639862,05/13/2014 06:03:24 PM,05/13/2014 07:52:20 PM,05/13/2014 07:52:20 PM,Closed,311 Supervisor Queue,Graffiti,Graffiti on Other_enter_additional_details_below,Other_enter_additional_details_below - Offensive,"1521 15TH ST, SAN FRANCISCO, CA, 94103",Mission,9.0,POINT (-122.41801056 37.76667904),Mobile/Open311,http://mobile311.sfgov.org/reports/3639862/photos
3639861,05/13/2014 06:03:18 PM,05/23/2014 10:46:09 AM,05/23/2014 10:46:09 AM,Closed,DPT - Traffic Signal - G,General Request - MTA,request_for_service,parking_traffic_other - request_for_service,Intersection of VALENCIA ST and 16TH ST,Mission,9.0,POINT (-122.42188629 37.76491514),Phone,
3639851,05/13/2014 05:59:39 PM,05/20/2014 07:53:09 AM,05/20/2014 07:53:09 AM,Closed,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - PickupTruck,Silver - Toyota - Truck - 3F85959,"20 CEDRO AVE, SAN FRANCISCO, CA, 94127",Ingleside Terraces,7.0,POINT (-122.46765821 37.72742485),Phone,
3639847,05/13/2014 05:59:06 PM,05/15/2014 02:21:01 PM,05/15/2014 02:21:01 PM,Closed,SSP - MTA Feedback Queue,MUNI Feedback,MUNI  -,,Not associated with a specific address,,,POINT (0 0),Web,
3639837,05/13/2014 05:55:17 PM,05/16/2014 01:30:01 AM,05/16/2014 01:30:01 AM,Closed,DPT Signal Queue,Damaged Property,Damaged Traffic_Signal,Traffic_Signal,Intersection of CALIFORNIA ST and SANSOME ST,Financial District,3.0,POINT (-122.40112563 37.79305872),Phone,
3639831,05/13/2014 05:52:52 PM,05/13/2014 07:58:16 PM,05/13/2014 07:58:16 PM,Closed,311 Service Request Queue,311 External Request,Graffiti,Graffiti - Other,"23 WATERVILLE ST, SAN FRANCISCO, CA, 94124",Silver Terrace,10.0,POINT (-122.40275426 37.73585001),Phone,
3639827,05/13/2014 05:51:17 PM,05/13/2014 07:45:21 PM,05/13/2014 07:45:21 PM,Closed,311 Supervisor Queue,Graffiti,Graffiti on Mail_box,Mail_box - Offensive,"2757 43RD AVE, SAN FRANCISCO, CA, 94116",Parkside,4.0,POINT (-122.50114622 37.73546525),Mobile/Open311,http://mobile311.sfgov.org/reports/3639827/photos
3639825,05/13/2014 05:50:22 PM,05/14/2014 10:30:00 AM,05/14/2014 10:30:00 AM,Closed,DPW - Bureau of Street Environmental Services - G,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,Intersection of 17TH ST and HAMPSHIRE ST,Mission,9.0,POINT (-122.40842388 37.76442518),Phone,
3639822,05/13/2014 05:48:56 PM,05/21/2014 01:25:59 PM,05/21/2014 01:25:59 PM,Closed,DPT Meter_Bike Queue,Damaged Property,Damaged Parking_Meter,Parking_Meter,Intersection of MARKET ST and DOLORES ST,Mission Dolores,8.0,POINT (-122.4268584 37.76904226),Phone,
3639821,05/13/2014 05:48:54 PM,06/24/2014 11:07:34 AM,06/24/2014 11:07:34 AM,Closed,SFMTA - Parking Enforcement - G,General Request - MTA,request_for_service,parking_enforcement - request_for_service,Not associated with a specific address,,,POINT (0 0),Web,
3639816,05/13/2014 05:46:18 PM,05/15/2014 03:47:16 PM,05/15/2014 03:47:16 PM,Closed,MUNI Work Queue,MUNI Feedback,MUNI - Services_Service_Delivery_Facilities,601_Delay_No_Show,Intersection of WARREN DR and CHRISTOPHER DR,Forest Knolls,7.0,POINT (-122.4601593 37.7537384),Phone,
3639815,05/13/2014 05:44:42 PM,05/14/2014 06:55:44 AM,05/14/2014 06:55:44 AM,Closed,DPT - Color Curb - G,General Request - MTA,request_for_service,color_curb - request_for_service,Not associated with a specific address,,,POINT (0 0),Phone,
3639814,05/13/2014 05:44:28 PM,05/16/2014 01:30:03 AM,05/16/2014 01:30:03 AM,Closed,DPT Signal Queue,Damaged Property,Damaged Traffic_Signal,Traffic_Signal,Intersection of MARKET ST and 10TH ST,Civic Center,6.0,POINT (-122.41750124 37.77654009),Phone,
3639811,05/13/2014 05:43:50 PM,05/21/2014 01:25:43 PM,05/21/2014 01:25:43 PM,Closed,DPT Meter_Bike Queue,Damaged Property,Damaged Parking_Meter,Parking_Meter,"219 BRANNAN ST, SAN FRANCISCO, CA, 94107",South Beach,6.0,POINT (-122.39021767 37.78323814),Phone,
3639809,05/13/2014 05:43:18 PM,05/15/2014 03:49:38 PM,05/15/2014 03:49:38 PM,Closed,MUNI Work Queue,MUNI Feedback,MUNI - Services_Service_Planning,701_Insufficient_Frequency,Intersection of JUDAH ST and 9TH AVE,Inner Sunset,7.0,POINT (-122.46617889 37.76217651),Phone,
3639803,05/13/2014 05:40:29 PM,05/15/2014 03:50:32 PM,05/15/2014 03:50:32 PM,Closed,MUNI Work Queue,MUNI Feedback,MUNI - Services_Service_Planning,701_Insufficient_Frequency,Intersection of MARKET ST and POWELL ST,South of Market,6.0,POINT (-122.40733337 37.78456116),Phone,
3639802,05/13/2014 05:39:33 PM,05/23/2014 01:53:36 AM,05/23/2014 01:53:36 AM,Closed,DPW Ops Queue,Graffiti,Graffiti on Building_residential,Building_residential - Offensive,"17 SANTA YNEZ AVE, SAN FRANCISCO, CA, 94112",Mission Terrace,11.0,POINT (-122.43918643 37.72357999),Mobile/Open311,http://mobile311.sfgov.org/reports/3639802/photos
3639800,05/13/2014 05:38:37 PM,05/13/2014 08:02:51 AM,05/13/2014 08:02:51 AM,Closed,DPW Ops Queue,Litter Receptacles,Tipped_over,,Intersection of STOCKTON ST and WASHINGTON ST,Chinatown,3.0,POINT (-122.4080797 37.79494064),Phone,
3639798,05/13/2014 05:36:53 PM,05/23/2014 08:38:08 AM,05/23/2014 08:38:08 AM,Closed,DPW Ops Queue,Graffiti,Graffiti on Building_residential,Building_residential - Not_Offensive,"76 BANNOCK ST, SAN FRANCISCO, CA, 94112",Cayuga,11.0,POINT (-122.44274086 37.71842057),Mobile/Open311,http://mobile311.sfgov.org/reports/3639798/photos
3639796,05/13/2014 05:36:22 PM,05/15/2014 04:01:27 PM,05/15/2014 04:01:27 PM,Closed,MUNI Work Queue,MUNI Feedback,MUNI - Services_Service_Delivery_Facilities,604_Vehicle_Appearance,Not associated with a specific address,,,POINT (0 0),Phone,
3639794,05/13/2014 05:35:38 PM,05/17/2014 01:23:18 AM,05/17/2014 01:23:18 AM,Closed,DPW Ops Queue,Graffiti,Graffiti on Building_residential,Building_residential - Not_Offensive,Intersection of DELANO AVE and OCEAN AVE,Cayuga,11.0,POINT (-122.4432193 37.72300099),Mobile/Open311,http://mobile311.sfgov.org/reports/3639794/photos
3639793,05/13/2014 05:35:08 PM,05/15/2014 03:59:47 PM,05/15/2014 03:59:47 PM,Closed,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Inattentiveness_Negligence,207_Refused_to_Kneel_Bus_Lower_Steps,Intersection of CALIFORNIA ST and POLK ST,Polk Gulch,3.0,POINT (-122.42068481 37.79057693),Phone,
3639792,05/13/2014 05:35:01 PM,12/15/2015 01:00:45 PM,12/15/2015 01:00:45 PM,Closed,Housing Authority SR Queue,SFHA Requests,Carpentery,Carpentery - Emergency,"430 TURK ST, Apt 610, SAN FRANCISCO, CA, 94102",Tenderloin,6.0,POINT (-122.41600037 37.7826004),Phone,
3639789,05/13/2014 05:34:31 PM,05/17/2014 01:23:18 AM,05/17/2014 01:23:18 AM,Closed,DPW Ops Queue,Graffiti,Graffiti on Building_residential,Building_residential - Not_Offensive,Intersection of DELANO AVE and OCEAN AVE,Cayuga,11.0,POINT (-122.4432193 37.72300099),Mobile/Open311,http://mobile311.sfgov.org/reports/3639789/photos
3639788,05/13/2014 05:33:46 PM,05/15/2014 04:02:03 PM,05/15/2014 04:02:03 PM,Closed,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Unsafe_Operation,101_Running_Red_Light_Stop_Sign,Intersection of FILLMORE ST and GEARY BLVD,Japantown,5.0,POINT (-122.43291473 37.78435516),Phone,
3639784,05/13/2014 05:32:45 PM,05/15/2014 04:11:44 PM,05/15/2014 04:11:44 PM,Closed,SSP - MTA Feedback Queue,MUNI Feedback,MUNI  - Services_Service_Delivery_Facilities,601_Delay_No_Show,Not associated with a specific address,,,POINT (0 0),Web,
3639782,05/13/2014 05:32:33 PM,05/19/2014 07:20:08 AM,05/19/2014 07:20:08 AM,Closed,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Car4door,Black - BMW -  - 5CRT087,"141 ARLETA AVE, SAN FRANCISCO, CA, 94134",Visitacion Valley,10.0,POINT (-122.40565651 37.71347055),Phone,
3639773,05/13/2014 05:28:24 PM,12/19/2014 02:49:23 PM,12/19/2014 02:49:23 PM,Closed,RPD Park Service Area 6 Queue,Rec and Park Requests,Park - Structural_Maintenance,Graffiti,"Duboce Park, , SAN FRANCISCO, CA, 94117",Duboce Triangle,8.0,POINT (-122.43342728 37.76961319),Phone,
3639769,05/13/2014 05:27:51 PM,05/21/2014 01:24:59 PM,05/21/2014 01:24:59 PM,Closed,DPT Meter_Bike Queue,Damaged Property,Damaged Parking_Meter,Parking_Meter,Intersection of POLK ST and OFARRELL ST,Tenderloin,5.0,POINT (-122.41954957 37.78495901),Phone,
3639764,05/13/2014 05:25:46 PM,05/14/2014 02:08:04 PM,05/14/2014 02:08:04 PM,Closed,DPH - Environmental Health - G,General Request - DPH,request_for_service,environmental_health - request_for_service,Intersection of POST ST and LARKIN ST,Lower Nob Hill,3.0,POINT (-122.41827071 37.78703726),Phone,
3639763,05/13/2014 05:25:39 PM,05/21/2014 01:24:41 PM,05/21/2014 01:24:41 PM,Closed,DPT Meter_Bike Queue,Damaged Property,Damaged Parking_Meter,Parking_Meter,Intersection of FRANCISCO ST and MONTGOMERY ST,Telegraph Hill,3.0,POINT (-122.40535791 37.8056948),Phone,
3639748,05/13/2014 05:21:23 PM,05/15/2014 12:48:36 PM,05/15/2014 12:48:36 PM,Closed,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Discourteous_Insensitive_Inappropriate_Conduct,303_Fare_Transfer_POP_Dispute,Intersection of VAN NESS AVE and CHESTNUT ST,Union Street,3.0,POINT (-122.42472839 37.80228043),Phone,
3639742,05/13/2014 05:20:26 PM,05/13/2014 11:25:00 AM,05/13/2014 11:25:00 AM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Medical Waste,Needles,"1690 FOLSOM ST, SAN FRANCISCO, CA, 94103",South of Market,6.0,POINT (-122.41559568 37.76974774),Phone,
3639737,05/13/2014 05:20:05 PM,05/14/2014 06:23:24 AM,05/14/2014 06:23:24 AM,Closed,PUC Sewer Ops,Sewer Issues,Sewage_back_up,Outofsewervent4inch,"2911 KEITH ST, SAN FRANCISCO, CA, 94124",Bret Harte,10.0,POINT (-122.39511871 37.72284317),Phone,
3639735,05/13/2014 05:18:48 PM,05/14/2014 08:25:39 AM,05/14/2014 08:25:39 AM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Human or Animal Waste,Human or Animal Waste,"1690 FOLSOM ST, SAN FRANCISCO, CA, 94103",South of Market,6.0,POINT (-122.41559568 37.76974774),Phone,
3639730,05/13/2014 05:16:51 PM,05/15/2014 01:16:33 PM,05/15/2014 01:16:33 PM,Closed,MUNI Work Queue,MUNI Feedback,MUNI - Services_Service_Delivery_Facilities,605_Vehicle_Maintenance_Noise,Intersection of MANSELL ST and JOHN F SHELLEY DR,McLaren Park,9.0,POINT (-122.41851044 37.71876526),Phone,
3639728,05/13/2014 05:16:30 PM,06/28/2014 02:29:43 AM,06/28/2014 02:29:43 AM,Closed,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Dead_tree,"380 10TH ST, SAN FRANCISCO, CA, 94103",South of Market,6.0,POINT (-122.4118576 37.7716713),Phone,
3639726,05/13/2014 05:16:17 PM,05/14/2014 10:13:47 AM,05/14/2014 10:13:47 AM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"1690 FOLSOM ST, SAN FRANCISCO, CA, 94103",South of Market,6.0,POINT (-122.41559568 37.76974774),Phone,
3639707,05/13/2014 05:10:03 PM,05/14/2014 09:34:57 AM,05/14/2014 09:34:57 AM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Mattress,Intersection of CHULA LN and ABBEY ST,Mission Dolores,8.0,POINT (-122.42724138 37.76379761),Phone,
3639699,05/13/2014 05:08:14 PM,05/21/2014 01:24:14 PM,05/21/2014 01:24:14 PM,Closed,DPT Meter_Bike Queue,Damaged Property,Damaged Parking_Meter,Parking_Meter,"1355 SUTTER ST, SAN FRANCISCO, CA, 94109",Cathedral Hill,2.0,POINT (-122.42287445 37.78728104),Phone,
3639697,05/13/2014 05:07:52 PM,03/05/2024 03:03:40 PM,03/05/2024 03:03:40 PM,Closed,DPW BUF Queue,Tree Maintenance,Trees - Damaged_Tree,Damage_vandalism,"30 GROVE ST, SAN FRANCISCO, CA, 94102",Civic Center,5.0,POINT (0 0),Phone,
3639689,05/13/2014 05:05:17 PM,03/31/2017 01:12:11 AM,03/31/2017 01:12:11 AM,Closed,DPW - Bureau of Street Use and Mapping - G,General Request - PUBLIC WORKS,customer_callback,bsm - customer_callback,"201 GARFIELD ST, SAN FRANCISCO, CA, 94132",Ingleside,11.0,POINT (-122.46448837 37.71963516),Phone,
3639688,05/13/2014 05:04:58 PM,05/14/2014 10:29:40 AM,05/14/2014 10:29:40 AM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Furniture,Intersection of BAKER ST and HAYES ST,Panhandle,5.0,POINT (-122.44099231 37.7745781),Mobile/Open311,http://mobile311.sfgov.org/reports/3639688/photos
3639686,05/13/2014 05:04:47 PM,05/20/2014 08:09:34 AM,05/20/2014 08:09:34 AM,Closed,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - SUV,GRAY - LINCOLN - NAVIGATOR - NONE,"1446 SHAFTER AVE, SAN FRANCISCO, CA, 94124",Bayview,10.0,POINT (-122.3878262 37.72946183),Phone,
3639684,05/13/2014 05:04:34 PM,05/13/2014 05:14:48 PM,05/13/2014 05:14:48 PM,Closed,311 Supervisor Queue,Graffiti,Graffiti on Mail_box,Mail_box - Offensive,"2664 22ND ST, SAN FRANCISCO, CA, 94110",Mission,9.0,POINT (-122.408084 37.756284),Mobile/Open311,
3639680,05/13/2014 05:04:14 PM,04/17/2015 10:06:12 PM,04/17/2015 10:06:12 PM,Closed,311 Service Request Queue - Hold,Graffiti,Graffiti on Mail_box,Mail_box - Offensive,"2664 22ND ST, SAN FRANCISCO, CA, 94110",Mission,9.0,POINT (-122.408084 37.756284),Mobile/Open311,
3639672,05/13/2014 05:02:21 PM,05/13/2014 06:19:06 PM,05/13/2014 06:19:06 PM,Closed,311 Supervisor Queue,Graffiti,Graffiti on Mail_box,Mail_box - Offensive,"1000 POTRERO AVE, SAN FRANCISCO, CA, 94110",Mission,9.0,POINT (-122.406946 37.756045),Mobile/Open311,http://mobile311.sfgov.org/reports/3639672/photos
3639671,05/13/2014 05:01:41 PM,05/13/2014 06:19:30 PM,05/13/2014 06:19:30 PM,Closed,311 Supervisor Queue,Graffiti,Graffiti on Mail_box,Mail_box - Offensive,"1000 POTRERO AVE, SAN FRANCISCO, CA, 94110",Mission,9.0,POINT (-122.406946 37.756045),Mobile/Open311,
3639669,05/13/2014 05:01:12 PM,05/19/2014 03:14:12 PM,05/19/2014 03:14:12 PM,Closed,DPT Color Curb Queue,Color Curb,Red Color Curb Request for,Red Color Curb Request for,"1080 SUTTER ST, SAN FRANCISCO, CA, 94109",Lower Nob Hill,3.0,POINT (-122.41814423 37.78805161),Web,
3639668,05/13/2014 05:00:59 PM,05/13/2014 05:37:08 PM,05/13/2014 05:37:08 PM,Closed,311 Supervisor Queue,Graffiti,Graffiti on Mail_box,Mail_box - Offensive,"2605 22ND ST, SAN FRANCISCO, CA, 94110",Mission,9.0,POINT (-122.406984 37.756073),Mobile/Open311,
